source,keyword,date,product,reason,classification,status,country,recalling_firm
FDA,fish,20240829,"Miso Katsuo Ninniku (Pickled Garlic), Net WT 5.2 OZ (147g) Products of China; Imported By Niitakaya U.S.A. Inc., Motebello, CA 90640 ITEM No. 3701",Undeclared allergen (Fish) Ingredient,Class II,Terminated,USA,Niitakaya USA Inc
FDA,fish,20160527,Kimchi Guacamole  Item Number 20185700000,"Undeclared fish, shellfish, and/or tree nuts.",Class I,Terminated,USA,WHOLE FOODS MARKET
FDA,fish,20150329,"Heat & Serve Fried Fish   Sell By: (up to and including) 4/02/15    PLU: 37156   Contains Fish (Pangasus), Soy, Wheat   Giant Eagle   Distributed by: Giant Eagle, inc., Pittsburgh, PA 15238","Giant Eagle recalls store produced RTE Fried Fish, Lemon Meringue Pie and Coconut Meringue Pie for undeclared allergens.",Class I,Terminated,USA,"Giant Eagle, Inc."
FDA,fish,20251027,"Belevini BICHKI, Dried Salted Whole Smelts, Net. Weight, 5.29 oz (150 g) VACUUM PACK,20 PACKAGES PER CASE,  FROZEN, REFRIGERATE AFTER OPENING",Clostridium botulinum (uneviscerated fish),Class I,Terminated,USA,"MAMTAKIM, Inc."
FDA,fish,20230223,"Seasoned Radish Sliced distributed in un-labeled plastic containers 6oz., 8 oz., and 12 oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Seasoned Radish Sliced was recalled due to undeclared Fish (Anchovy, Big Eye Herring), Crustacean (Shrimp), Sesame.",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20230223,"Seasoned Garlic Stem distributed in un-labeled plastic containers 8oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",Seasoned Garlic Stem was recalled due to undeclared Fish (Anchovy) and Sesame Seeds.,Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20251003,"Frozen Crab Paste; 3.5 OZ (100g); Imported by Mutual Tading Co. Inc.  UPC# 72546723040 ""Not for retail Sale"" Frozen Crab Paste IM-2 in w/Tray; 500g; Imported by Mutual Trading Co. Inc. UPC# 7254660785","Undeclared allergen ingredients (fish, soy, and wheat)",Class I,Terminated,USA,"New York Mutual Trading, Inc."
FDA,fish,20240323,Egg salad sandwich packaged in clamshell for individual sale. 7.22oz (205g) UPC 766375938415,Tuna salad sandwich was mislabeled as an egg salad sandwich. There is an undeclared allergen of fish (Tuna).,Class II,Terminated,USA,The Coastal Companies DBA Hearn Kirkwood
FDA,fish,20240911,"Item FLD2011, Salted and Seasoned Small Octopus, distributed in plastic clamshell containers, net wt. 0.267lb.  The H-Mart label declares: Octopus, Salt, Garlic, Ginger, Red Pepper Powder, Green Onion",Undeclared Fish (Anchovy).,Class I,Terminated,USA,Lemonland Food Corp
FDA,fish,20150724,"Cold Smoked Salmon Deli trays (CS300), 2 pcs, 3lbs/trays.  6lbs per case.",Certified Smoked Fish is Cold Smoked Salmon because they have the potential to be contaminated with Listeria monocytogenes.,Class II,Terminated,USA,Certified Smoked Fish LLC
FDA,fish,20220713,"Ready Meals Snow Crab Legs Imitation Surimi  SCE NET WT 12 OZ CAL 300 NET WT. 0lb 12oz (340g) ready2eat Tomato paste, water, high fructose corn syrup, distilled vinegar, horseradish, salt, lemon juice","Undeclared allergens; fish, shellfish, egg, and wheat",Class I,Terminated,USA,Albertsons Companies LLC
FDA,fish,20230516,Wegmans Italian Classics Diavolo Pasta Sauce 24 OZ,Product may contain undeclared fish.,Class I,Terminated,USA,"LiDestri Foods, Inc."
FDA,fish,20240715,Collagen Joint Support with Black Currant LOT#: Q241851;  14 Stick Pack 3.92 oz,Undeclared Fish Allergen,Class II,Ongoing,USA,"Quantum Fulfillment and Support, LLC"
FDA,fish,20230303,Kimura burdock salt  40g UPC: 4972304293524,"Fish (Sardines, Bonito, Tuna) not listed either in ingredients list or in the contains statement",Class I,Terminated,USA,DAISO CALIFORNIA WAREHOUSE
FDA,fish,20191111,Marketside Creamy Cauliflower Parmesan Soup  16 ounce  UPC Codes: 8113130606  Use By 11/23 through Use by 1/1/20,Soup labeled Creamy Cauliflower Parmesan Soup may contain undeclared fish and wheat,Class I,Terminated,USA,"Kettle Cuisine, LLC"
FDA,fish,20230206,"Arroyabe Bonito Flakes White Meat Tuna Flakes in Oil From the Basque region of Spain. Product is packaged in metal can, Net wt: 32oz (900g), Drained Weight: 21oz (590g).  Ingredients: White Tuna, Sunf",Dried fish bones were found in product.,Class II,Terminated,USA,Power Selles Imports dba Culinary Collective
FDA,fish,20250507,"Taylor Shellfish Farms Geoduck Chowder Base, frozen, Ingredients: Potatoes, Clam (Geoduck) ***Butter (Cream, Salt), Fish Sauce Ka Me***CONTAINS: MILK, CLAMS.    Product is packed in rigid plastic tubs",The ingredients statement declares fish sauce but does not declare anchovies. The Contains statement does not declare fish (anchovies).,Class II,Terminated,USA,Vern's Foods & Farm
FDA,fish,20130207,Bream Dry Salted Fish Net Wt.: about 14.2 oz  Imported by Zip International Group LLC  Product of Russia,NYSDAM sampling and analysis has revealed that Dry Salted Fish is uneviscerated.,Class I,Terminated,USA,Zip International Group
FDA,fish,20210504,"""Bloomy*** Biotin Collagen Keratin***Capsules for SKIN, JOINT, HAIR***Supplement Facts***Marine Collagen***Manufactured for Bloommy Inc. 106 W. Broad St. Pawcatuck, CT 06379""",Dietary supplement contains undeclared fish collagen,Class II,Terminated,USA,bloommy Inc.
FDA,fish,20251028,Dry Ghoinnya Fish,Un-eviscerated fish may be contaminated with Clostridia botulinum.,Class I,Ongoing,USA,"New Hoque and Sons, Inc."
FDA,fish,20170428,"Frozen Wild Shrimp Burgers, Wild Grill Foods brand, net wt. 12 oz. Each package contains 4/ 3 oz. pieces.  UPC 8 94067 00248 6.    The 12 oz. package label is read in parts: ""***SHRIMP BURGERS***WILD ","Shrimp Burgers are recalled because the Ingredients statement declared butter, shrimp, cod, and/or Pollock but the Contains statement declared only fish & shellfish.",Class II,Terminated,USA,Unisea Inc.
FDA,fish,20211218,Nethili Pickle is packaged in clear plastic pouch and product is visible.  Incomplete declaration of net weight only LB showing.  No UPC.  Product is imported from Jampani Foods of India.  The label i,"Fish pickled product is visible and the name Nethili is declared, but anchovy name is not declared on label.",Class II,Terminated,USA,Aroma Meats LLC
FDA,fish,20210623,Hartley's brand Worcestershire sauce in 1 gallon plastic bottles and 50 gallon drums.,Undeclared allergen: FISH (anchovies) on product labeling.,Class I,Terminated,USA,H & H Products Company
FDA,fish,20130429,"Jack's Fish Spot Hot Smoked Cajun Atlantic is a low salt, vacuum packaged, Hot Smoked Salmon.    This product is labeled in parts: ""***Hot Smoked Atlantic Salmon*** INGREDIENTS:  Atlantic Salmon, Salt","Jensen's Old Fashioned Smokehouse, Inc. is recalling Jack's Fish Spot Hot Smoked Cajun Atlantic because it may not be labeled ""KEEP FROZEN"" and the product has the potential to be contaminated with Clostridium botulinum.",Class II,Terminated,USA,Jensens Old Fashioned Smokehouse Inc
FDA,fish,20220829,"Ready Meals Snow Crab Legs Imitation Surimi SCE NET WT 12 OZ CAL 300 NET WT. 0lb 12oz (340g) ready2eat   Ingredients: Fish Protein (one or more Pollock, Pacific Whiting), Water, Lemon, Tomato Paste, W",Undeclared allergen; fish (anchovy),Class II,Terminated,USA,Albertsons Companies LLC
FDA,fish,20220829,"Ready Meals Shrimp Cooked with Cocktail Sauce SCE NET WT 12 OZ CAL 330 NET WT. 0lb 12oz (340g) ready2eat Ingredients: Shrimp (Litopenaues Viannamei), Lemon, Salt, Tomato Paste, Sodium Tripolyphosphate",Undeclared allergen; fish (anchovy),Class I,Terminated,USA,Albertsons Companies LLC
FDA,fish,20161221,"Fresh Express Hearts of Romaine salad, 9 oz., clear/labeled salad bag/ 6 bags per case","Undeclared allergens (milk, wheat, fish (anchovy) and egg.",Class I,Terminated,USA,"Fresh Express, Inc."
FDA,fish,20160218,"Kroger Brand Chicken Salad Croissant Sandwiches packaged in individual clear rigid plastic clamshell containers packaged in 6 brown corrugated card board boxes, 6 to a case, for a total of 36 sandwich","Product labeled Chicken Salad Croissant sandwiches were made using Albacore Tuna Salad filling, therefore containing undeclared fish.",Class I,Terminated,USA,Mt Perry Foods Inc
FDA,fish,20230223,"Seasoned Crab was distributed in un-labeled plastic containers 8oz. and 12oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Seasoned Crab recalled due to undeclared Crab, Sesame Seeds, and fish (Anchovy).",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20210302,"Amazon Kitchen, Avocado Chicken Salad Sandwich, Net Wt. 8.1 oz., Cello wrap with cardboard liner,  1 unit per package,  Perishable Keep Refrigerated","Flying Food Group, LLC , initiated a recall of Amazon Kitchen Avocado Chicken Salad Sandwich .    The soy allergen is undeclared on the finish product label. The label does have the following statement ""Prepared on shared equipment with other foods that contain eggs, fish, milk, peanut, shellfish, s",Class I,Terminated,USA,Flying Food Group LLC
FDA,fish,20130325,"Lam Sheng Kee, Frozen White Fish Ball - Fresh Fish Cake, Net Weight 7 oz (200 G) - Sheng Lin Mark Trade Co. LTD 4 F. No 89, Ln. 528 Heping Road, Bade City, Taoyuan County 334, Taiwan (ROC).  Distribut",The recall was initiated after it was discovered the label failed to list the common name Albumin as egg; also the species of fish was not declared in the ingredient statement.,Class I,Terminated,USA,Win Luck Trading Inc
FDA,fish,20160221,H-E-B Tartar Sauce  8 oz.  UPC: 41220 33244,Fresh Creative Foods is recalling H-E-B Tartar Sauce because of undeclared fish from using the incorrect pre-printed label.,Class I,Terminated,USA,Fresh Creative Foods
FDA,fish,20210320,Taste of Inspirations Garlic Parmesan Wing Sauce,Contains undeclared fish,Class I,Terminated,USA,"Schlotterbeck & Foss, LLC"
FDA,fish,20250618,"ARAL FISH; ARAL SILVER VOBLA; WHOLE DRIED, SALTED ROACH FISH EVISCERATED; FISH ROE DRIED; Ingredients: whole eviscerated dried roach fish, caviar may be present, salt.; Distributed by Krasnyi Oktyabr;",Clostridium botulinum (uneviscerated fish),Class I,Ongoing,USA,Krasnyi Oktyabr USA Inc
FDA,fish,20151023,"Sunrise Brand Dehydrated Anchovy size 3/5cm - 100 x 3.5oz, Item No. C0161, UPC 2 08 54336-20161 9",Seaquest Seafood Corp is recalling dehydrated and marinated uneviscerated fish because they have the potential to be contaminated with Clostridium botulinum.,Class I,Terminated,USA,SEAQUEST SEAFOOD CORPORATION
FDA,fish,20130918,"P.F. Chang's Home Menu, Pork & Leek Dumplings, frozen, packaged in 12.5 oz bags. UPC: 0 36200 21215 8",The firm is recalling Pork & Leek Dumplings because Shrimp & Pollack Fish dumplings were inadvertently packaged in the Pork & Leek Dumpling packaging.  Undeclared allergens.,Class I,Terminated,USA,Conagra Inc
FDA,fish,20230223,"Seasoned Radish (Shredded) distributed in un-labeled plastic containers 8oz, 12oz, and 16oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",Seasoned Radish (Shredded) was recalled due to undeclared Fish (Anchovy) and Wheat.,Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20180411,"Sugarfina Platinum Bling Ring;  Product SKU No. R-1790  UPC: 840278116139  Net W. 21g ().7 oz.)    Sculpted from dark chocolate, these interlocking rings have a thin sugar shell brushed with edible si",Internal audit discovered that their Platinum Bling Ring product contains fish gelatin that is not declared on the ingredient or allergen information,Class III,Terminated,USA,"Sugarfina, LLC"
FDA,fish,20210308,"Yellowfin Tuna portions   Frozen IVP-CO Treated, Net WT 20 LBS, Size 1 LB.",Fish decomposition and histamines,Class II,Terminated,USA,QUIRCH FOODS
FDA,fish,20220426,"Gorton s Fish Sandwich Fillets, 18.3 OZ, UPC 44400 15440",May contain large and/or sharp fish bones,Class II,Terminated,USA,"Gorton's, Inc."
FDA,fish,20170811,"Whole Foods Smoked Peppered Atlantic Salmon Portion, packed in bulk boxes.  Labeling states: Smoked on: 08/09/17, Sell Through: 09/04/17.  Smoked fish portions are placed inside of a box lined with a ",Rushing Waters Fisheries is recalling 3 smoked fish products because they may have been underprocessed.,Class III,Terminated,USA,"Rushing Waters Fisheries, LLC"
FDA,fish,20140405,"TRADER GIOTTO'S CAESAR SALAD with Caesar Dressing, NET WT. 8/5 OZ (241g).","Product labeling on Trader Giotto's Caesar Salad with Caesar Dressing may not list wheat, soy, egg and fish (anchovy) allergens.",Class I,Terminated,USA,H Group
FDA,fish,20250624,"Yellow Fin Tuna, Net WT (variable weight) 50 lb brown corrugated carboard box. Boxes contain ice for temperature control. Keep Refrigerated.","RTE fish (sushi-salmon, tuna) processed under insanitary conditions. The firm was notified by the Georgia Department of Agriculture that the products were manufactured under unsanitary conditions.",Class II,Terminated,USA,Moon N Sea GA LLC
FDA,fish,20141215,"Hors D'Oeuvre, Holiday Foods¿ Breaded Macaroni and Cheese Bites with Quattro Formaggi Cheese, Lobster & Truffle Oil (item number 4802732), UPC 70220748027322, Keep Frozen, For Institutional Use Only, ","Schwan's Global Supply Chain, Inc. is recalling three Holiday Foods¿ products. This recall has been initiated because the products contain undeclared anchovy, an element of the Worcestershire sauce used in the finished product. People who have an allergy or severe sensitivity to fish run the risk of",Class II,Terminated,USA,Schwan Food Company dba Holiday Foods
FDA,fish,20161110,"Kippered Salmon Tips Product of USA Packed By Northern Fish Products***""    Packaged in bulk 5lb case.","Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",Class II,Terminated,USA,"Northern Fish Products, Inc."
FDA,fish,20210604,Smilin' Bob's All Natural Smoked Fish Dip  8 oz  plastic container  12 per case,Potential Listeria monocytogenes contamination in fish,Class I,Terminated,USA,Lakeview Farms LLC
FDA,fish,20130429,"Great Ruby Fish Co products are such as Keta and King Hot smoked salmon. No labels provided.  Products are labeled with lot code sticker and ""KEEP FROZEN"" sticker on individual units.  The customer ap","Jensen's Old Fashioned Smokehouse, Inc. is recalling Great Ruby Fish Co., Rolf's Choice Hot Smoked Keta or King Salmon products that are not labeled ""KEEP FROZEN"".  The recall does NOT include Salmon Candy or any products bearing the Jensen's Smokehouse brand.",Class II,Terminated,USA,Jensens Old Fashioned Smokehouse Inc
FDA,fish,20130613,"El Campestre Brand Ceviche De Basa.  Packaged in 2/5lbs white plastic buckets with lid and handle, into 1/10lbs carton.    Labeling reads in part:""EL CAMPESTRE CEVICHE DE BASA***NET WT.10 LBS***Manufa","El Campestre initiated this recall due to the following reason: mislabeling: does not contain Basa fish, it contains Swai fish.",Class III,Terminated,USA,El Campestre
FDA,fish,20230303,Nitto Foods Immediately Pickled Dashi 5.5g x 2 Bags UPC: 4902362032100,"Contains statement warns for fish(mackerel, bonito, tuna); ingredients list includes round herring & anchovy",Class III,Terminated,USA,DAISO CALIFORNIA WAREHOUSE
FDA,fish,20130315,"Lam Sheng Kee Mini Sausage Hong Kong Style, Net Weight 6.3 oz.), Lam Sheng Kee (HK) International Limited, RM3 8/F Yuexiu BLDG., 160-174, Lockhart Road, Wan Chai, HK.  Distributed By:  S&M Int'l Inc. ",The recall was initiated after it was discovered through NYDAM Sampling which revealed the product  Lam Sheng Kee Mini Sausage contains undeclared FD&C Red #40 and undeclared minced fish (unknown fish species),Class III,Terminated,USA,S & M International Inc
FDA,fish,20180122,"Sun Noodle brand Tonkotsu Ramen, Packaged in plastic clear clamshell, Banded with Tonkotsu label, distinguishable with a yellow color. (12/case); UPC 0 85315 40003 5","Product is labeled as Tonkotsu, but the actual flavor packet inside is Assari Shoyu , which contains a  fish (sardines).",Class II,Terminated,USA,"Sun Noodle New Jersey, LLC"
FDA,fish,20230223,"Stir-Fried Anchovy distributed in un-labeled plastic containers 6oz, 8oz, and 16oz.  Containers were then labeled at H-mart, G-mart, or M2M retail stores.","Stir-Fried Anchovy was recalled due to undeclared Wheat, Soybean, Fish (Anchovy), and Sesame.",Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20170515,"Fish Tofu in Polybag 40/240g, Item no. 17185, UPC Code 087703171855",Fish products contain undeclared egg and wheat.,Class I,Terminated,USA,Wang Globalnet
FDA,fish,20130325,"Lam Sheng Kee, Frozen White Fish Ball - Shrimp Ball Net Weight 7 oz (200 G) - Sheng Lin Mark Trade Co. LTD 4 F. No 89, Ln. 528 Heping Road, Bade City, Taoyuan County 334, Taiwan (ROC).  Distributed by",The recall was initiated after it was discovered the label failed to list the common name Albumin as egg; also the species of fish was not declared in the ingredient statement.,Class I,Terminated,USA,Win Luck Trading Inc
FDA,fish,20231222,"Melissa's Hot Kimchi  Pickled Napa Cabbage NET WT. 14 oz (397g)  Ingredients: Napa Cabbage, Radish, Water, Garlic, Red Pepper, Organic Sugar Cane, Sea Salt, Calcium Lactate, Ginger, Onion, Sorbitol, a",Undeclared allergen; fish.,Class I,Terminated,USA,World Variety Produce Inc dba Melissa's
FDA,fish,20191206,"Frozen Yellowfin Tuna Steak, 4 oz. and 6 oz., Keep Frozen, Imported/Distributed: Mical Seafood Inc., 10400 Griffin Rd, Suite #209, Cooper City, Florida 33328",Products have the potential to cause scombrotoxin fish poisoning because they may have increased levels of histamine.,Class II,Terminated,USA,Northern Fisheries Ltd.
FDA,fish,20220808,"Charlie's brand perishable and refrigerated Spinach Salad With Honey Dijon Dressing, item # 028-09048, packaged in a clear hinged container, net weight per container: 6 oz.  UPC 0 45009 85415 5.  Ther","Label declares Worcestershire Sauce but does not declare sub-ingredient fish (anchovy).  The dressing, which contains Worcestershire sauce and sub-ingredient anchovy, is packaged in a small cup in the Spinach Salad container.",Class II,Terminated,USA,Triple B Corporation
FDA,fish,20170213,"Theravits 100, container sizes: 30, 60, 90, 180, Product Code: 0783-30, 0786-60, 0789-90, 0788-180;     The Supreme One, Container sizes: 30,60,90,180, Product Code: 680-030, 680-060, 680-090, 680-180","World Organic Corporation dba Licata Enterprise is recalling multiple vitamins because it contains fish liver oil that is declared on the product label; however, the label also states ""Contains NO...common allergens."" The product also contains the following dietary ingredients that are missing from ",Class II,Terminated,USA,World Organic Corp.
FDA,fish,20191014,"Samurai Brand Furikake Popcorn  Net Wt. 5 oz. (142g), foil bag - sold by single bag or case of 20  Made in Hawaii    BAG UPC: 6 16720 40004 6;  Case UPC: 6 16720 41004 5.",Undeclared allergen; fish,Class I,Terminated,USA,"Samurai, Inc."
FDA,fish,20230223,"Seasoned Pollack Roe distributed in un-labeled plastic containers 6oz and 8oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",Seasoned Pollack Roe was recalled due to undeclared fish (Pollock) and R40.,Class II,Terminated,USA,Lemonland Food Corp
FDA,fish,20151023,"Sunrise Brand Marinated River Barb - 60 x 10 oz, Item No. C0140, UPC 2 08 54336-20140 2",Seaquest Seafood Corp is recalling dehydrated and marinated uneviscerated fish because they have the potential to be contaminated with Clostridium botulinum.,Class I,Terminated,USA,SEAQUEST SEAFOOD CORPORATION
FDA,fish,20170814,"Scampi Butter, Net Wt. 3 OZ, packaged in clear plastic tubs. Dierbergs Kitchens","Flavored butter contains undeclared fish (bonito and cod) and crustacean shellfish (shrimp, crab, and lobster).",Class I,Terminated,USA,"Dierbergs Markets, Inc Corporate Office"
FDA,fish,20190711,"Shirakiku FISH CAKE OHBAN AGE SK F;  20/ 150G; Net Wt. 5.29 oz.  Keep Frozen, 1 pc  UPC 074410925277    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",Class I,Terminated,USA,"Wismettac Asian Foods, INC"
FDA,fish,20150724,"Cold Smoked Salmon Trim (CST50), 2 pcs, 2.5 lbs/case.  5lbs per case.",Certified Smoked Fish is Cold Smoked Salmon because they have the potential to be contaminated with Listeria monocytogenes.,Class II,Terminated,USA,Certified Smoked Fish LLC
FDA,fish,20161110,"Sweet & Spicy Style Atlantic Salmon, Product of USA Packed By Northern Fish Products***""    Packaged in bulk 5lb case.","Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",Class II,Terminated,USA,"Northern Fish Products, Inc."
FDA,fish,20130619,"LID: Archer Fames, Smoked Salmon dip, NET WT 11 OZ (312g).    TUB: Archer Farms, Bacon Parmesan dip, NET WT 11 OZ (312g). UPC: 0 85239 99017 9    Distributed by Target corp., Minneapolis, MN.","Garden Fresh Foods Inc. is voluntarily recalling a limited number of packages of Archer Farms Smoked Salmon Dip that may contain undeclared allergens, fish and egg.  Some of Archer Farms Smoked Salmon Dip may have inadvertently been filled in a limited amount of Bacon Parmesan dip containers.",Class II,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,fish,20260130,"The Tuna Salad product container is mislabeled with a Chicken Salad lid, which states: Molly Kitchen's Chicken Salad, 789953, NET WT. 5 LB (2.26 kg) per plastic tub. UPC 7 5810830149 8. Distributed by",Undeclared fish allergen (tuna). Tuna Salad was mislabeled as Chicken Salad.,Class I,Terminated,USA,"Reser's Fine Foods, Inc."
FDA,fish,20150329,"8"" Coconut Meringue Pie  Sell By: 04/02/15  PLU: 9963  Net Wt: 25oz.  Contains: Wheat, Soy, Coconut, Egg","Giant Eagle recalls store produced RTE Fried Fish, Lemon Meringue Pie and Coconut Meringue Pie for undeclared allergens.",Class I,Terminated,USA,"Giant Eagle, Inc."
FDA,seafood,20151009,"Canned Chinook Salmon with paper label reading in part:  ***SKIPANON BRAND SEAFOOD CHINOOK SALMON***Ingredients:  Chinook Salmon, Sea Salt NET WT. 6 OZ. (170g)***""     UPC:  58071 00118  Can code begi","All cans and pouches of Skipanon Brand seafood, including salmon products are being recalled due to lack of documentation and possible under-processed product.  Under-processed seafood could lead to contamination with Clostridium botulinum.",Class II,Terminated,USA,Skipanon Brand Seafoods LLC
FDA,seafood,20130524,"Blessing Brand Wild White EZ Peel Shrimp, 16/20 CT.    4 x 5 lbs cartons. The product is bagged in 5 lbs clear plastic bags, the only label iss on the master carton.  The product is sold in a seafood ","Blessing Seafood, Inc. is voluntarily recalling one lot of Blessing Inc. Wild White EZ Peel Shrimp due to undeclared sulfites.",Class I,Terminated,USA,"Blessing Seafood, Inc."
FDA,seafood,20120727,"Gills Onions were used in this product.     The Tuna With Sun-Dried Cranberries & Lemon  is sold at the chef's case, self serve counter, or packaged.    Packaged product is labeled as listed below:   ","Whole Foods Market in Florida recalled certain fresh food items sold in the prepared foods department and one item in the seafood department as they could of been made using raw yellow onions processed by Gill Onions, LLC. Gill Onions, LLC initiated a recall on their product due to possible Listeria",Class I,Terminated,USA,Ron Stockman Whole Foods
FDA,seafood,20171019,"Ready. Chef. Go! Halibut Fillet;  UPC 231694    Items are made in store with generated scale label; sold as single, packaged items from refrigerated cases in the meat/seafood department or from mobile",Recall of Ready. Chef. Go! Seafood meal bags after notification that they were produced with vegetable products recalled by supplier for potential Listeria monocytogenes.,Class II,Terminated,USA,Albertsons Inc
FDA,seafood,20160318,"Refrigerated, Ready to Eat Marinated Opyata Mushrooms packaged in 4.5 Lb. bulk white plastic bucket labeled in part ***204136**MARINATED OPYATA MUSHROOMS BY LB ***","Royal Seafood Baza, Inc. has recalled all pickled products produced on 3/1/2016, 3/2/2016 and also all herring products produced on 2/29/2016 due to possible contamination with Listeria monocytogenes.",Class I,Terminated,USA,Royal Seafood Baza
FDA,seafood,20120727,Gills Onions were used in this product.     The product listed below is prepared at Whole Foods Market and distributed in their retail chef's case or on the self-service bar. It was not sold labeled. ,"Whole Foods Market in Florida recalled certain fresh food items sold in the prepared foods department and one item in the seafood department as they could of been made using raw yellow onions processed by Gill Onions, LLC. Gill Onions, LLC initiated a recall on their product due to possible Listeria",Class I,Terminated,USA,Ron Stockman Whole Foods
FDA,seafood,20160318,"Refrigerated, ready-to-eat SOUR CABBAGE BY LB packaged in a 25 Lb. bulk white plastic bucket labeled in part ***204023**MARINATED CABBAGE BY LB***","Royal Seafood Baza, Inc. has recalled all pickled products produced on 3/1/2016, 3/2/2016 and also all herring products produced on 2/29/2016 due to possible contamination with Listeria monocytogenes.",Class I,Terminated,USA,Royal Seafood Baza
FDA,seafood,20151009,"Albacore Tuna in gold pouches with stick-on label reading in part:  ***SKIPANON BRAND SEAFOOD ALBACORE TUNA***INGREDIENTS:  Albacore Tuna, Sea Salt.  NET WT. 48 OZ. ***""  UPC:  58071 00148  Code on po","All cans and pouches of Skipanon Brand seafood, including  tuna products are being recalled due to lack of documentation and possible under-processed product.  Under-processed seafood could lead to contamination with Clostridium botulinum.",Class II,Terminated,USA,Skipanon Brand Seafoods LLC
FDA,seafood,20121023,"Frozen Tuna Loins 3/5, 30lbs., UPC 8 29838 82310 7.",Unified Seafood Co is recalling Frozen Yellowfin Tuna Loin 3/5 due to possible contamination with Scombroid Toxin.,Class II,Terminated,USA,"Unified Seafood Company., Inc."
FDA,seafood,20160318,"Refrigerated, Ready to Eat Herring in Brine under firms brand name FRESH SEAFOOD packaged in a 10.9 oz. (310g) plastic retail container  labeled in part ***FRESH**SEAFOOD**Herring Fillet in Oil Forelk","Royal Seafood Baza, Inc. has recalled all pickled products produced on 3/1/2016, 3/2/2016 and also all herring products produced on 2/29/2016 due to possible contamination with Listeria monocytogenes.",Class I,Terminated,USA,Royal Seafood Baza
FDA,seafood,20171019,"Ready. Chef. Go! Cod Fillet  UPC 231201    Items are made in store with generated scale label; sold as single, packaged items from refrigerated cases in the meat/seafood department or from mobile refr",Recall of Ready. Chef. Go! Seafood meal bags after notification that they were produced with vegetable products recalled by supplier for potential Listeria monocytogenes.,Class II,Terminated,USA,Albertsons Inc
FDA,seafood,20141205,"WHALEN'S SEAFOOD & BURGER SAUCE ""HOT"", NET WT. 8 OZ. (226 g) -- Whalen's Horseradish Products, LLC, PO Box 4700, Saratoga Springs, New York 12866",Whalen's Seafood & Burger Sauce contains undeclared anchovies from the Worcestershire Sauce used in the finished product.  The product also has miscellaneous labeling problems such as not all sub-ingredients are listed on finished product labeling.,Class II,Terminated,USA,Whalen's Horseradish Products
FDA,seafood,20130111,"Dawns Alaskan Krab and Shrimp Salad NET WT 5 LBS (2.27 kg),  UPC: 0 32345 70103 8   MFG BY DAWN'S FOODS, INC., PORTAGE, WI 53901    Ocean Harbor Krab and  Shrimp Salad NET WT 5 LBS (2.27 kg),   UPC: 0","Dawn's Foods, inc. is conducting a voluntary recall of certain seafood products packaged in 5# and 10 oz. containers.  This is being done with the abundance of cation due to the fact that we cannot exclude the possibility that the affected sizes may be a viable environment for pathogen growth.",Class II,Terminated,USA,"Dawn's Foods, Inc."
FDA,seafood,20171019,"Ready. Chef. Go! Organic Salmon Fillet;  UPC 233510    Items are made in store with generated scale label; sold as single, packaged items from refrigerated cases in the meat/seafood department or from",Recall of Ready. Chef. Go! Seafood meal bags after notification that they were produced with vegetable products recalled by supplier for potential Listeria monocytogenes.,Class II,Terminated,USA,Albertsons Inc
FDA,seafood,20160316,"Hot smoked Escolar chunks, vacuum packaged, one chunk per package.  Manufactured by North Fish USA, Pembroke Pines, FL 33009","The Florida Department of Agriculture and Consumer Services, during the last inspection, found that the hot and cold smoked, vacuum packaged seafood were not produced under an adequate HACCP plan and held in unsanitary conditions.  The Florida Department of Agriculture and Consumer Services requeste",Class II,Terminated,USA,North Fish Usa
FDA,seafood,20140425,"Raw, frozen, vacuum-packaged rock fish (portions, fillets, and whole fish, various sizes).","T. H. Seafood, Inc., is recalling raw, frozen, vacuum packed rockfish due to labeling instructions that do not direct the consumer to ""Keep Frozen-Thaw Under Refrigeration"" to control  the hazard of Clostridium botulinum.",Class II,Terminated,USA,T.H. Seafood Inc.
FDA,seafood,20170607,"Code:  LM290; Keep Frozen;     Lucky's Maryland Style Crab Cakes: Net Wt. 13.5 lbs; 72-3OZ; packed for Lucky's Markets, Niwot, CO 80503;  Lot # LM042717; - Sell By  10/27/18","The firm's breaded seafood products were breaded using an ingredient, which was recalled due to undeclared milk.",Class II,Terminated,USA,Wicks
